head_word	match	diphthong?	V1	V2	preV1	postV2
ɨ-áɨ-re-dɨ-fue	áɨ	yes	á	ɨ	ɨ	r	
ɨ-áɨ-re-dɨ-fue	ue	yes	u	e	f	#	
faɨ-rá-do	aɨ	yes	a	ɨ	f	r	
zi-cáɨ-ngo	áɨ	yes	á	ɨ	c	n	
jíi-bi-co-ngo	íi	yes	í	i	j	b	
jí̵-i-aɨ	í̵-i	no	í̵	i	j	a	
jí̵-i-aɨ	i-a	no	i	a	í̵	ɨ	
jí̵-i-aɨ	aɨ	yes	a	ɨ	i	#	
ɨ-muí-bɨ-rɨ	uí	yes	u	í	m	b	
ze-rí-llai-cɨ	ai	yes	a	i	l	c	
rí̵-bei	ei	yes	e	i	b	#	
ra-ó-fe	a-ó	no	a	ó	r	f	
zai-zí̵-de	ai	yes	a	i	z	z	
caɨ-má-tai-de	aɨ	yes	a	ɨ	c	m	
caɨ-má-tai-de	ai	yes	a	i	t	d	
zai-bí̵-de	ai	yes	a	i	z	b	
e-mó-do-dɨ-fu-e	u-e	no	u	e	f	#	
júu-tu-gɨ-roɨ	úu	yes	ú	u	j	t	
júu-tu-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
má-i-ca-to-fe	á-i	no	á	i	m	c	
já-no-cai-de	ai	yes	a	i	c	d	
é-doɨ-co	oɨ	yes	o	ɨ	d	c	
bai-cí̵-mai-de	ai	yes	a	i	b	c	
bai-cí̵-mai-de	ai	yes	a	i	m	d	
du-gú-raɨ	aɨ	yes	a	ɨ	r	#	
a-chí̵-da-e	a-e	no	a	e	d	#	
é-i-da-te	é-i	no	é	i	#	d	
ñó-ta-gaɨ	aɨ	yes	a	ɨ	g	#	
fúi-bi-cai-de	úi	yes	ú	i	f	b	
fúi-bi-cai-de	ai	yes	a	i	c	d	
cí̵-nai	ai	yes	a	i	n	#	
u-á-co	u-á	no	u	á	#	c	
güe-dó-i-de	ó-i	no	ó	i	d	d	
mo-cáɨ-ngo	áɨ	yes	á	ɨ	c	n	
rí̵-i-fue	í̵-i	no	í̵	i	r	f	
rí̵-i-fue	ue	yes	u	e	f	#	
gúaɨ-te	úa	yes	ú	a	g	ɨ	
gúaɨ-te	aɨ	yes	a	ɨ	ú	t	
cue-bé-rɨ	ue	yes	u	e	c	b	
bó-re-fue	ue	yes	u	e	f	#	
a-nái-ta-te	ái	yes	á	i	n	t	
ná-be-u-i	e-u	no	e	u	b	i	
ná-be-u-i	u-i	no	u	i	e	#	
llu-í-de	u-í	no	u	í	l	d	
cɨ-né-gɨ-naɨ	aɨ	yes	a	ɨ	n	#	
te-cái-ño-te	ái	yes	á	i	c	ñ	
cɨ-ói-ta-tɨ-no	ɨ-ó	no	ɨ	ó	c	i	
cɨ-ói-ta-tɨ-no	ói	yes	ó	i	ɨ	t	
co-dá-llo-rai	ai	yes	a	i	r	#	
zúu-re-de	úu	yes	ú	u	z	r	
tée-cai-ño	ée	yes	é	e	t	c	
tée-cai-ño	ai	yes	a	i	c	ñ	
na-uí-fe	a-u	no	a	u	n	í	
na-uí-fe	uí	yes	u	í	a	f	
gai-rá-cɨ	ai	yes	a	i	g	r	
tɨ-zí-gaɨ	aɨ	yes	a	ɨ	g	#	
ro-zí-nai-te	ai	yes	a	i	n	t	
fe-có-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
bo-ruí-fe	uí	yes	u	í	r	f	
u-áɨ-ri-mɨ-e	u-á	no	u	á	#	ɨ	
u-áɨ-ri-mɨ-e	áɨ	yes	á	ɨ	u	r	
u-áɨ-ri-mɨ-e	ɨ-e	no	ɨ	e	m	#	
cúe-fai	úe	yes	ú	e	c	f	
cúe-fai	ai	yes	a	i	f	#	
ne-muí-ra-co	uí	yes	u	í	m	r	
rɨ-í-do-te	ɨ-í	no	ɨ	í	r	d	
ɨ-áɨ-re	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-re	áɨ	yes	á	ɨ	ɨ	r	
cai-dá-de	ai	yes	a	i	c	d	
jo-ró-rae	ae	yes	a	e	r	#	
tú-coɨ-de	oɨ	yes	o	ɨ	c	d	
óɨ-ni	óɨ	yes	ó	ɨ	#	n	
fɨ-é-mo-na-ngo	ɨ-é	no	ɨ	é	f	m	
mée-mo-cai	ée	yes	é	e	m	m	
mée-mo-cai	ai	yes	a	i	c	#	
jɨ-llái-ri-te	ái	yes	á	i	l	r	
ɨ-í-ro	ɨ-í	no	ɨ	í	#	r	
zó-ji-cai-de	ai	yes	a	i	c	d	
gua-má-da	ua	yes	u	a	g	m	
dá-mɨ-e-ri-e	ɨ-e	no	ɨ	e	m	r	
dá-mɨ-e-ri-e	i-e	no	i	e	r	#	
fáɨ-ri-cai-de	áɨ	yes	á	ɨ	f	r	
fáɨ-ri-cai-de	ai	yes	a	i	c	d	
í-a-gɨ-na	í-a	no	í	a	#	g	
í-goɨ	oɨ	yes	o	ɨ	g	#	
í̵-bai-co-te	ai	yes	a	i	b	c	
jí̵ɨ-za-ri-de	í̵ɨ	yes	í̵	ɨ	j	z	
rai-ruí-de	ai	yes	a	i	r	r	
rai-ruí-de	uí	yes	u	í	r	d	
ju-chí-e-de	í-e	no	í	e	h	d	
u-í-che-coɨ	u-í	no	u	í	#	c	
u-í-che-coɨ	oɨ	yes	o	ɨ	c	#	
zi-ó-re-de	i-ó	no	i	ó	z	r	
lli-rái-de	ái	yes	á	i	r	d	
rú-a	ú-a	no	ú	a	r	#	
jí-fe-o	e-o	no	e	o	f	#	
méi-ño-ra-fo	éi	yes	é	i	m	ñ	
rai-tí̵-ni-zaɨ	ai	yes	a	i	r	t	
rai-tí̵-ni-zaɨ	aɨ	yes	a	ɨ	z	#	
fu-dú-goɨ	oɨ	yes	o	ɨ	g	#	
zí-rɨ-co-ai	o-a	no	o	a	c	i	
zí-rɨ-co-ai	ai	yes	a	i	o	#	
gí̵ɨ-de	í̵ɨ	yes	í̵	ɨ	g	d	
fɨ-gó-ñe-dɨ-fue	ue	yes	u	e	f	#	
gáɨ-gaɨde	áɨ	yes	á	ɨ	g	g	
gáɨ-gaɨde	aɨ	yes	a	ɨ	g	d	
faɨ-ró-de	aɨ	yes	a	ɨ	f	r	
ji-rí̵-raɨ	aɨ	yes	a	ɨ	r	#	
llé-gɨ-e-re-de	ɨ-e	no	ɨ	e	g	r	
jéi-cɨ-taɨ-ngo	éi	yes	é	i	j	c	
jéi-cɨ-taɨ-ngo	aɨ	yes	a	ɨ	t	n	
tái-goɨ-de	ái	yes	á	i	t	g	
tái-goɨ-de	oɨ	yes	o	ɨ	g	d	
i-dá-caɨ	aɨ	yes	a	ɨ	c	#	
ná-cu-aɨ-bi-te	u-a	no	u	a	c	ɨ	
ná-cu-aɨ-bi-te	aɨ	yes	a	ɨ	u	b	
e-muí-ro-ma	uí	yes	u	í	m	r	
chíi-nai-tɨ-ngo	íi	yes	í	i	h	n	
chíi-nai-tɨ-ngo	ai	yes	a	i	n	t	
tí̵-ji-cai-de	ai	yes	a	i	c	d	
mé-naɨ-ngo	aɨ	yes	a	ɨ	n	n	
dú-e-re-dɨ-ma-cɨ	ú-e	no	ú	e	d	r	
mai-llá-cɨ	ai	yes	a	i	m	l	
ú-ze-cui-ro	ui	yes	u	i	c	r	
méi-do-te	éi	yes	é	i	m	d	
gaɨ-rí-cɨ-te	aɨ	yes	a	ɨ	g	r	
í̵-rɨ-na-fue	ue	yes	u	e	f	#	
á-re-mɨ-e	ɨ-e	no	ɨ	e	m	#	
chó-i-ru	ó-i	no	ó	i	h	r	
güi-rá-bi-aɨ	i-a	no	i	a	b	ɨ	
güi-rá-bi-aɨ	aɨ	yes	a	ɨ	i	#	
mo-nái-jɨ	ái	yes	á	i	n	j	
náɨ-raɨ	áɨ	yes	á	ɨ	n	r	
náɨ-raɨ	aɨ	yes	a	ɨ	r	#	
me-ái-re-fi-cai-de	e-á	no	e	á	m	i	
me-ái-re-fi-cai-de	ái	yes	á	i	e	r	
me-ái-re-fi-cai-de	ai	yes	a	i	c	d	
dáa-ma-cɨ	áa	yes	á	a	d	m	
no-má-goɨ	oɨ	yes	o	ɨ	g	#	
dáa-fe-mo-na	áa	yes	á	a	d	f	
jí-tɨ-aɨ-cai-de	ɨ-a	no	ɨ	a	t	ɨ	
jí-tɨ-aɨ-cai-de	aɨ	yes	a	ɨ	ɨ	c	
jí-tɨ-aɨ-cai-de	ai	yes	a	i	c	d	
co-ráɨ-de	áɨ	yes	á	ɨ	r	d	
ná-bai	ai	yes	a	i	b	#	
í̵-e-ji	í̵-e	no	í̵	e	#	j	
cáɨ-te	áɨ	yes	á	ɨ	c	t	
raɨ-nó-de	aɨ	yes	a	ɨ	r	n	
ní̵-cɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
táɨ	áɨ	yes	á	ɨ	t	#	
já-cɨ-e	ɨ-e	no	ɨ	e	c	#	
ja-duí-de	uí	yes	u	í	d	d	
á-fai-be-ne	ai	yes	a	i	f	b	
naɨ-tá-oi-ca-bi-te	aɨ	yes	a	ɨ	n	t	
naɨ-tá-oi-ca-bi-te	á-o	no	á	o	t	i	
naɨ-tá-oi-ca-bi-te	oi	yes	o	i	á	c	
jíi-bi-be	íi	yes	í	i	j	b	
ráɨ-na-de	áɨ	yes	á	ɨ	r	n	
ui-nái-rai-te	ui	yes	u	i	#	n	
ui-nái-rai-te	ái	yes	á	i	n	r	
ui-nái-rai-te	ai	yes	a	i	r	t	
jí-fi-rai	ai	yes	a	i	r	#	
mai-ñó-de	ai	yes	a	i	m	ñ	
dá-fue	ue	yes	u	e	f	#	
zí-caɨ-de	aɨ	yes	a	ɨ	c	d	
jé-da-cɨ-e-de	ɨ-e	no	ɨ	e	c	d	
ma-ná-nai-ta-de	ai	yes	a	i	n	t	
dɨ-á-na	ɨ-á	no	ɨ	á	d	n	
na-í-fue	a-í	no	a	í	n	f	
na-í-fue	ue	yes	u	e	f	#	
mú-aɨ-o	ú-a	no	ú	a	m	ɨ	
mú-aɨ-o	aɨ	yes	a	ɨ	ú	o	
mú-aɨ-o	ɨ-o	no	ɨ	o	a	#	
za-zí-ñɨ-mu-i	u-i	no	u	i	m	#	
o-cuí-ri-de	uí	yes	u	í	c	r	
táɨ-be	áɨ	yes	á	ɨ	t	b	
fɨ-é-ni-de	ɨ-é	no	ɨ	é	f	n	
cáɨ-ma-fue-re-de	áɨ	yes	á	ɨ	c	m	
cáɨ-ma-fue-re-de	ue	yes	u	e	f	r	
táɨ-ba	áɨ	yes	á	ɨ	t	b	
rúi-cɨ	úi	yes	ú	i	r	c	
llóo-raɨ-te	óo	yes	ó	o	l	r	
llóo-raɨ-te	aɨ	yes	a	ɨ	r	t	
ó-fo-cui-ño	ui	yes	u	i	c	ñ	
llo-rí-bi-cai-de	ai	yes	a	i	c	d	
jí̵-lle-ru-e	u-e	no	u	e	r	#	
lló-fue-llɨ-mɨ-e	ue	yes	u	e	f	l	
lló-fue-llɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
í-o-llo-ngo	í-o	no	í	o	#	l	
cáɨ-e	áɨ	yes	á	ɨ	c	e	
cáɨ-e	ɨ-e	no	ɨ	e	á	#	
jé-be-cɨ-foɨ	oɨ	yes	o	ɨ	f	#	
fai-llé-cɨ-re-de	ai	yes	a	i	f	l	
cá-nu-a-na	u-a	no	u	a	n	n	
dáa-güe-lli	áa	yes	á	a	d	g	
rí̵-i-cɨ	í̵-i	no	í̵	i	r	c	
júu-caɨ	úu	yes	ú	u	j	c	
júu-caɨ	aɨ	yes	a	ɨ	c	#	
ti-cái-ri-te	ái	yes	á	i	c	r	
fe-ná-caɨ	aɨ	yes	a	ɨ	c	#	
jáe	áe	yes	á	e	j	#	
jɨ-fái-ra-ji	ái	yes	á	i	f	r	
chí-ru-i-ri-co-ngo	u-i	no	u	i	r	r	
cú-ai-oi-cai-de	ú-a	no	ú	a	c	i	
cú-ai-oi-cai-de	ai	yes	a	i	ú	o	
cú-ai-oi-cai-de	i-o	no	i	o	a	i	
cú-ai-oi-cai-de	oi	yes	o	i	i	c	
cú-ai-oi-cai-de	ai	yes	a	i	c	d	
nɨ-cáɨ-de	áɨ	yes	á	ɨ	c	d	
dai-tá-de	ai	yes	a	i	d	t	
rúi-ca	úi	yes	ú	i	r	c	
tui-ní-de	ui	yes	u	i	t	n	
ó-cai-de	ai	yes	a	i	c	d	
jó-zoɨ-do-na	oɨ	yes	o	ɨ	z	d	
ró-bai-do	ai	yes	a	i	b	d	
ju-zí-ro-bi-aɨ	i-a	no	i	a	b	ɨ	
ju-zí-ro-bi-aɨ	aɨ	yes	a	ɨ	i	#	
zui-tá-de	ui	yes	u	i	z	t	
cí̵-nee	ee	yes	e	e	n	#	
ni-ráɨ-ri-te	áɨ	yes	á	ɨ	r	r	
úi-llo-be-gɨ	úi	yes	ú	i	#	l	
du-cuí-foɨ-ga	uí	yes	u	í	c	f	
du-cuí-foɨ-ga	oɨ	yes	o	ɨ	f	g	
í̵-io	í̵-i	no	í̵	i	#	o	
í̵-io	io	yes	i	o	í̵	#	
já-ri-mɨ-e	ɨ-e	no	ɨ	e	m	#	
í̵-dɨ-aɨ-de	ɨ-a	no	ɨ	a	d	ɨ	
í̵-dɨ-aɨ-de	aɨ	yes	a	ɨ	ɨ	d	
mée	ée	yes	é	e	m	#	
mo-nái-ru-e	ái	yes	á	i	n	r	
mo-nái-ru-e	u-e	no	u	e	r	#	
jí-tɨ-ui	ɨ-u	no	ɨ	u	t	i	
jí-tɨ-ui	ui	yes	u	i	ɨ	#	
áɨ-foi-o	áɨ	yes	á	ɨ	#	f	
áɨ-foi-o	oi	yes	o	i	f	o	
áɨ-foi-o	i-o	no	i	o	o	#	
táɨ-rai	áɨ	yes	á	ɨ	t	r	
táɨ-rai	ai	yes	a	i	r	#	
zá-u	á-u	no	á	u	z	#	
quí-te	uí	yes	u	í	q	t	
mó-nai-ñe	ai	yes	a	i	n	ñ	
méi	éi	yes	é	i	m	#	
í-a	í-a	no	í	a	#	#	
ñaɨ-rá-dai-te	aɨ	yes	a	ɨ	ñ	r	
ñaɨ-rá-dai-te	ai	yes	a	i	d	t	
fi-ó-bo-co	i-ó	no	i	ó	f	b	
úi-llaɨ	úi	yes	ú	i	#	l	
úi-llaɨ	aɨ	yes	a	ɨ	l	#	
chú-e-re-ño	ú-e	no	ú	e	h	r	
táɨ-te	áɨ	yes	á	ɨ	t	t	
óɨ-ni-ma	óɨ	yes	ó	ɨ	#	n	
gúa-cɨ	úa	yes	ú	a	g	c	
í̵-rɨ-e	ɨ-e	no	ɨ	e	r	#	
do-fí-rai	ai	yes	a	i	r	#	
mái-ga-i	ái	yes	á	i	m	g	
mái-ga-i	a-i	no	a	i	g	#	
jó-i-ra-gɨ	ó-i	no	ó	i	j	r	
móo-tɨ-aɨ	óo	yes	ó	o	m	t	
móo-tɨ-aɨ	ɨ-a	no	ɨ	a	t	ɨ	
móo-tɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
já-gaɨ	aɨ	yes	a	ɨ	g	#	
cai-rí-rui-te	ai	yes	a	i	c	r	
cai-rí-rui-te	ui	yes	u	i	r	t	
jó-gaɨ	aɨ	yes	a	ɨ	g	#	
jɨ-áɨ-ma	ɨ-á	no	ɨ	á	j	ɨ	
jɨ-áɨ-ma	áɨ	yes	á	ɨ	ɨ	m	
a-fái-fe-mo-na	ái	yes	á	i	f	f	
ai-ñí̵-nɨ-aɨ	ai	yes	a	i	#	ñ	
ai-ñí̵-nɨ-aɨ	ɨ-a	no	ɨ	a	n	ɨ	
ai-ñí̵-nɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
jí̵-llai-cɨ	ai	yes	a	i	l	c	
dɨ-í-ro-da	ɨ-í	no	ɨ	í	d	r	
zí-o-cho-ma	í-o	no	í	o	z	c	
í-raɨ-fue	aɨ	yes	a	ɨ	r	f	
í-raɨ-fue	ue	yes	u	e	f	#	
ñái-de	ái	yes	á	i	ñ	d	
i-zí-gai	ai	yes	a	i	g	#	
já-fue-ri-cai-de	ue	yes	u	e	f	r	
já-fue-ri-cai-de	ai	yes	a	i	c	d	
rái-ño-cɨ-i-de	ái	yes	á	i	r	ñ	
rái-ño-cɨ-i-de	ɨ-i	no	ɨ	i	c	d	
zíi-do	íi	yes	í	i	z	d	
mó-ri-ai-de	i-a	no	i	a	r	i	
mó-ri-ai-de	ai	yes	a	i	i	d	
jí̵-fu-aɨ	u-a	no	u	a	f	ɨ	
jí̵-fu-aɨ	aɨ	yes	a	ɨ	u	#	
ja-zé-raɨ	aɨ	yes	a	ɨ	r	#	
ráɨ-i-ra-bɨ-cɨ	áɨ	yes	á	ɨ	r	i	
ráɨ-i-ra-bɨ-cɨ	ɨ-i	no	ɨ	i	á	r	
dái-de	ái	yes	á	i	d	d	
júi-ñoi	úi	yes	ú	i	j	ñ	
júi-ñoi	oi	yes	o	i	ñ	#	
u-ái-cɨ	u-á	no	u	á	#	i	
u-ái-cɨ	ái	yes	á	i	u	c	
dáɨ-ngo	áɨ	yes	á	ɨ	d	n	
á-mɨ-o	ɨ-o	no	ɨ	o	m	#	
i-lláɨ-ma	áɨ	yes	á	ɨ	l	m	
vi-rí-ri-cai-de	ai	yes	a	i	c	d	
ja-gái-rai	ái	yes	á	i	g	r	
ja-gái-rai	ai	yes	a	i	r	#	
cɨ-ráɨ-jɨ	áɨ	yes	á	ɨ	r	j	
fí̵-rui-de	ui	yes	u	i	r	d	
zai-ó-de	ai	yes	a	i	z	ó	
zai-ó-de	i-ó	no	i	ó	a	d	
ri-á-raɨ	i-á	no	i	á	r	r	
ri-á-raɨ	aɨ	yes	a	ɨ	r	#	
jí̵-a-gɨ-na	í̵-a	no	í̵	a	j	g	
mo-nái-de	ái	yes	á	i	n	d	
co-nó-noi	oi	yes	o	i	n	#	
mo-có-tɨ-aɨ-cai-de	ɨ-a	no	ɨ	a	t	ɨ	
mo-có-tɨ-aɨ-cai-de	aɨ	yes	a	ɨ	ɨ	c	
mo-có-tɨ-aɨ-cai-de	ai	yes	a	i	c	d	
zo-gáɨ-llɨ-cɨ	áɨ	yes	á	ɨ	g	l	
i-lláɨ-ngo	áɨ	yes	á	ɨ	l	n	
ró-i-de	ó-i	no	ó	i	r	d	
bo-rá-tɨ-aɨ-cai-de	ɨ-a	no	ɨ	a	t	ɨ	
bo-rá-tɨ-aɨ-cai-de	aɨ	yes	a	ɨ	ɨ	c	
bo-rá-tɨ-aɨ-cai-de	ai	yes	a	i	c	d	
chúu-no-fɨ-re-dɨ-mɨ-e	úu	yes	ú	u	h	n	
chúu-no-fɨ-re-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
ja-í̵-cɨ-do-ngu-aɨ	a-í̵	no	a	í̵	j	c	
ja-í̵-cɨ-do-ngu-aɨ	u-a	no	u	a	g	ɨ	
ja-í̵-cɨ-do-ngu-aɨ	aɨ	yes	a	ɨ	u	#	
bi-ruí-do	uí	yes	u	í	r	d	
zi-á-ngo	i-á	no	i	á	z	n	
i-ráɨ-ni-de	áɨ	yes	á	ɨ	r	n	
ju-fáɨ-de	áɨ	yes	á	ɨ	f	d	
jɨ-cuí-lli-dɨ-mɨ-e	uí	yes	u	í	c	l	
jɨ-cuí-lli-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
í-llɨ-i	ɨ-i	no	ɨ	i	l	#	
jí̵-lloi-cɨ-te	oi	yes	o	i	l	c	
faɨ-chó-roi-de	aɨ	yes	a	ɨ	f	c	
faɨ-chó-roi-de	oi	yes	o	i	r	d	
rí̵-jɨ-roɨ-de	oɨ	yes	o	ɨ	r	d	
cai-llá-cɨ	ai	yes	a	i	c	l	
é-cui-ro-ngo	ui	yes	u	i	c	r	
vo-vó-gɨ-naɨ	aɨ	yes	a	ɨ	n	#	
je-ráɨ-re-de	áɨ	yes	á	ɨ	r	r	
jí̵-cue-ra-ngo	ue	yes	u	e	c	r	
ó-mɨ-coɨ-e	oɨ	yes	o	ɨ	c	e	
ó-mɨ-coɨ-e	ɨ-e	no	ɨ	e	o	#	
já-lle-i-de	e-i	no	e	i	l	d	
gaɨ-rí-raɨ-ma	aɨ	yes	a	ɨ	g	r	
gaɨ-rí-raɨ-ma	aɨ	yes	a	ɨ	r	m	
mó-re-cui-foɨ	ui	yes	u	i	c	f	
mó-re-cui-foɨ	oɨ	yes	o	ɨ	f	#	
jí-ɨ-re-de	í-ɨ	no	í	ɨ	j	r	
jí-o-go-ru-aɨ	í-o	no	í	o	j	g	
jí-o-go-ru-aɨ	u-a	no	u	a	r	ɨ	
jí-o-go-ru-aɨ	aɨ	yes	a	ɨ	u	#	
bú-ju-cai-de	ai	yes	a	i	c	d	
á-fai	ai	yes	a	i	f	#	
cai-ré-de	ai	yes	a	i	c	r	
úi-ɨ-aɨ	úi	yes	ú	i	#	ɨ	
úi-ɨ-aɨ	i-ɨ	no	i	ɨ	ú	a	
úi-ɨ-aɨ	ɨ-a	no	ɨ	a	i	ɨ	
úi-ɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
júi-ñoi-co-jɨ	úi	yes	ú	i	j	ñ	
júi-ñoi-co-jɨ	oi	yes	o	i	ñ	c	
zí-o	í-o	no	í	o	z	#	
chúu-no-te	úu	yes	ú	u	h	n	
éɨ-co-be	éɨ	yes	é	ɨ	#	c	
ñú-cai-re	ai	yes	a	i	c	r	
bu-í-de	u-í	no	u	í	b	d	
lla-ú-da	a-ú	no	a	ú	l	d	
fɨ-uí-ru-e	ɨ-u	no	ɨ	u	f	í	
fɨ-uí-ru-e	uí	yes	u	í	ɨ	r	
fɨ-uí-ru-e	u-e	no	u	e	r	#	
i-ú-ta	i-ú	no	i	ú	#	t	
í̵-daɨ-ni-dɨ-mɨ-e	aɨ	yes	a	ɨ	d	n	
í̵-daɨ-ni-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
fa-cá-du-a	u-a	no	u	a	d	#	
ɨ-dá-goɨ	oɨ	yes	o	ɨ	g	#	
e-gó-go-raɨ	aɨ	yes	a	ɨ	r	#	
no-í-lla-i	o-í	no	o	í	n	l	
no-í-lla-i	a-i	no	a	i	l	#	
ráɨ-i-ra-co	áɨ	yes	á	ɨ	r	i	
ráɨ-i-ra-co	ɨ-i	no	ɨ	i	á	r	
zɨ-có-ta-tɨ-rui	ui	yes	u	i	r	#	
í̵ɨ-re	í̵ɨ	yes	í̵	ɨ	#	r	
llo-é-cɨ-zi	o-é	no	o	é	l	c	
náɨ-me-cɨ-be	áɨ	yes	á	ɨ	n	m	
ui-bái-co	ui	yes	u	i	#	b	
ui-bái-co	ái	yes	á	i	b	c	
jái-a-ca-dɨ-mɨ-e	ái	yes	á	i	j	a	
jái-a-ca-dɨ-mɨ-e	i-a	no	i	a	á	c	
jái-a-ca-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
ró-zi-güe-o	e-o	no	e	o	ü	#	
zée-ma	ée	yes	é	e	z	m	
ro-zí-cuaɨ-jɨ	ua	yes	u	a	c	ɨ	
ro-zí-cuaɨ-jɨ	aɨ	yes	a	ɨ	u	j	
í-zɨ-i	ɨ-i	no	ɨ	i	z	#	
ti-cái-de	ái	yes	á	i	c	d	
llo-tái-re-de	ái	yes	á	i	t	r	
dáa-lle-goɨ-ri-e	áa	yes	á	a	d	l	
dáa-lle-goɨ-ri-e	oɨ	yes	o	ɨ	g	r	
dáa-lle-goɨ-ri-e	i-e	no	i	e	r	#	
lló-fue-re-de	ue	yes	u	e	f	r	
nái-da-cai-de	ái	yes	á	i	n	d	
nái-da-cai-de	ai	yes	a	i	c	d	
llo-né-ra-gaɨ	aɨ	yes	a	ɨ	g	#	
i-zí-e	í-e	no	í	e	z	#	
jo-bé-rai	ai	yes	a	i	r	#	
í-maɨ-e	aɨ	yes	a	ɨ	m	e	
í-maɨ-e	ɨ-e	no	ɨ	e	a	#	
mi-ñí̵-e	í̵-e	no	í̵	e	ñ	#	
mui-ró-de	ui	yes	u	i	m	r	
ní̵-baɨ	aɨ	yes	a	ɨ	b	#	
zúu-re-cai-de	úu	yes	ú	u	z	r	
zúu-re-cai-de	ai	yes	a	i	c	d	
jo-gáɨ-chi-ri	áɨ	yes	á	ɨ	g	c	
bó-coɨ-de	oɨ	yes	o	ɨ	c	d	
ja-í̵-cɨ-ri	a-í̵	no	a	í̵	j	c	
júi-a	úi	yes	ú	i	j	a	
júi-a	i-a	no	i	a	ú	#	
rai-ñó-ri-lla	ai	yes	a	i	r	ñ	
nɨ-mái-ra-fi-de	ái	yes	á	i	m	r	
tí̵-rai-de	ai	yes	a	i	r	d	
í-o-cɨ-re-de	í-o	no	í	o	#	c	
jáɨ-aɨ-ni-aɨ	áɨ	yes	á	ɨ	j	a	
jáɨ-aɨ-ni-aɨ	ɨ-a	no	ɨ	a	á	ɨ	
jáɨ-aɨ-ni-aɨ	aɨ	yes	a	ɨ	ɨ	n	
jáɨ-aɨ-ni-aɨ	i-a	no	i	a	n	ɨ	
jáɨ-aɨ-ni-aɨ	aɨ	yes	a	ɨ	i	#	
zó-i-na	ó-i	no	ó	i	z	n	
ui-llí̵-de	ui	yes	u	i	#	l	
a-ruí-re-de	uí	yes	u	í	r	r	
co-cuí-de	uí	yes	u	í	c	d	
rɨ-é-ni-zaɨ	ɨ-é	no	ɨ	é	r	n	
rɨ-é-ni-zaɨ	aɨ	yes	a	ɨ	z	#	
táɨ-i-de	áɨ	yes	á	ɨ	t	i	
táɨ-i-de	ɨ-i	no	ɨ	i	á	d	
dó-nui	ui	yes	u	i	n	#	
zá-fi-a	i-a	no	i	a	f	#	
ui-ráɨ-ma	ui	yes	u	i	#	r	
ui-ráɨ-ma	áɨ	yes	á	ɨ	r	m	
ji-tó-ru-e	u-e	no	u	e	r	#	
bo-gáɨ-de	áɨ	yes	á	ɨ	g	d	
ná-gai-llɨ-noɨ	ai	yes	a	i	g	l	
ná-gai-llɨ-noɨ	oɨ	yes	o	ɨ	n	#	
i-ó-no-te	i-ó	no	i	ó	#	n	
ái-llo-ngo	ái	yes	á	i	#	l	
jú-aɨ-cai-de	ú-a	no	ú	a	j	ɨ	
jú-aɨ-cai-de	aɨ	yes	a	ɨ	ú	c	
jú-aɨ-cai-de	ai	yes	a	i	c	d	
dá-zai-ño-á-ma-ni	ai	yes	a	i	z	ñ	
dá-zai-ño-á-ma-ni	o-á	no	o	á	ñ	m	
raɨ-mó-ri-zai-de	aɨ	yes	a	ɨ	r	m	
raɨ-mó-ri-zai-de	ai	yes	a	i	z	d	
zai-rá-gɨ-naɨ	ai	yes	a	i	z	r	
zai-rá-gɨ-naɨ	aɨ	yes	a	ɨ	n	#	
dɨ-ó-lle-cɨ	ɨ-ó	no	ɨ	ó	d	l	
ú-zai	ai	yes	a	i	z	#	
llɨ-ó-de	ɨ-ó	no	ɨ	ó	l	d	
lló-fue-tɨ-mɨe	ue	yes	u	e	f	t	
lló-fue-tɨ-mɨe	ɨe	yes	ɨ	e	m	#	
cúe-ɨe	úe	yes	ú	e	c	ɨ	
cúe-ɨe	e-ɨ	no	e	ɨ	ú	e	
cúe-ɨe	ɨe	yes	ɨ	e	e	#	
ái-co-raɨ-te	ái	yes	á	i	#	c	
ái-co-raɨ-te	aɨ	yes	a	ɨ	r	t	
tú-ra-cui-ro	ui	yes	u	i	c	r	
faɨ-fá-dai-de	aɨ	yes	a	ɨ	f	f	
faɨ-fá-dai-de	ai	yes	a	i	d	d	
ɨ-tú-ni-llaɨ	aɨ	yes	a	ɨ	l	#	
ja-í̵-cɨ-do	a-í̵	no	a	í̵	j	c	
jé-bo-gɨ-ri-e	i-e	no	i	e	r	#	
ɨ-áɨ-re-de	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-re-de	áɨ	yes	á	ɨ	ɨ	r	
